22.59,21.38,22.92,21.43,20.81,19.87,20.59,20.37,20.68,21.8,20.66,1007.95
22.59,21.43,22.96,21.47,20.81,19.93,20.59,20.41,20.68,21.89,21.18,1007.65
22.59,21.51,23.01,21.51,20.85,19.91,20.59,20.37,20.68,21.93,21.36,1007.62
22.59,21.6,23.1,21.56,20.85,19.98,20.59,20.39,20.68,21.93,21.45,1006.67
22.59,21.69,23.18,21.6,20.85,20,20.59,20.41,20.68,21.97,21.54,1006.61
22.59,21.78,23.23,21.69,20.9,20.13,20.63,20.44,20.72,22.02,21.58,1006.23
22.63,21.87,23.36,21.73,20.9,20.02,20.63,20.39,20.72,22.02,21.67,1006.85
22.63,21.95,23.4,21.78,20.9,20.02,20.63,20.39,20.72,22.06,21.71,1006.14
22.63,22,23.45,21.87,20.9,20.02,20.63,20.39,20.72,22.06,21.76,1006.39
22.68,22.04,23.49,21.91,20.94,20.02,20.63,20.39,20.72,22.11,21.8,1005.26
22.68,22.13,23.58,21.95,20.94,20.06,20.68,20.39,20.72,22.15,21.8,1005.14
22.72,22.17,23.62,22.04,20.99,20.04,20.68,20.39,20.72,22.19,21.84,1004.7
22.72,22.3,23.71,22.08,20.99,20.04,20.72,20.39,20.77,22.19,21.89,1004.17
22.72,22.39,23.75,22.13,20.99,20.06,20.72,20.39,20.77,22.24,21.93,1003.95
22.72,22.48,23.89,22.22,21.03,20.04,20.72,20.39,20.77,22.24,21.93,1004.33
22.77,22.57,23.93,22.26,21.03,20.09,20.72,20.39,20.77,22.28,21.97,1004.42
22.77,22.61,24.02,22.3,21.03,20.09,20.72,20.39,20.77,22.33,22.02,1003.69
22.77,22.66,24.06,22.39,21.07,20.13,20.77,20.44,20.77,22.33,22.02,1003.18
22.77,22.7,24.11,22.44,21.07,20.11,20.77,20.44,20.81,22.37,22.06,1002.86
22.77,22.74,24.19,22.48,21.07,20.06,20.77,20.44,20.81,22.37,22.06,1003.07
22.77,22.83,24.24,22.57,21.07,20.09,20.77,20.44,20.81,22.41,22.11,1001.94
22.77,22.92,24.33,22.61,21.12,20.13,20.77,20.44,20.85,22.46,22.11,1002.55
22.77,23.05,24.41,22.7,21.12,20.11,20.77,20.44,20.85,22.46,22.15,1002.07
22.77,23.1,24.46,22.74,21.12,20.09,20.77,20.44,20.85,22.5,22.15,1002.12
22.77,23.14,24.55,22.79,21.12,20.11,20.77,20.44,20.85,22.5,22.19,1001.62
22.77,23.18,24.59,22.88,21.12,20.15,20.77,20.44,20.85,22.55,22.19,1001.59
22.77,23.23,24.63,22.92,21.16,20.15,20.77,20.44,20.85,22.55,22.19,1001.37
22.77,23.32,24.68,23.01,21.16,20.17,20.77,20.44,20.85,22.55,22.24,1000.34
22.77,23.36,24.72,23.05,21.16,20.17,20.77,20.44,20.85,22.59,22.24,1000.69
22.77,23.45,24.81,23.14,21.25,20.17,20.72,20.44,20.85,22.63,22.28,999.94
22.77,23.54,24.9,23.18,21.25,20.17,20.72,20.44,20.85,22.63,22.28,1000.31
22.77,23.62,24.99,23.23,21.25,20.17,20.72,20.44,20.85,22.68,22.33,1000.32
22.77,23.62,25.03,23.32,21.29,20.17,20.72,20.44,20.85,22.68,22.37,999.44
22.77,23.67,25.07,23.36,21.29,20.13,20.72,20.44,20.85,22.72,22.37,999.29
22.72,23.71,25.12,23.4,21.29,20.22,20.72,20.44,20.9,22.72,22.41,999.49
22.72,23.8,25.16,23.49,21.29,20.17,20.72,20.44,20.9,22.77,22.41,998.64
22.72,23.84,25.2,23.54,21.29,20.17,20.72,20.44,20.9,22.81,22.46,998.63
22.72,23.93,25.29,23.58,21.34,20.17,20.72,20.44,20.9,22.81,22.46,998.41
22.68,23.97,25.34,23.67,21.38,20.2,20.72,20.44,20.94,22.85,22.46,998.06
22.68,24.06,25.42,23.71,21.38,20.15,20.77,20.44,20.94,22.85,22.5,998.58
22.68,24.06,25.47,23.75,21.38,20.22,20.77,20.44,20.94,22.9,22.55,997.84
22.68,24.11,25.47,23.84,21.38,20.22,20.77,20.48,20.94,22.9,22.55,997.23
22.68,24.15,25.51,23.89,21.38,20.17,20.77,20.44,20.94,22.94,22.55,997.36
22.63,24.19,25.56,23.93,21.43,20.22,20.77,20.48,20.99,22.94,22.59,996.95
22.63,24.24,25.6,23.97,21.43,20.22,20.77,20.48,20.99,22.99,22.59,997
22.63,24.33,25.69,24.06,21.49,20.33,20.81,20.52,21.03,22.99,22.63,996.66
22.63,24.37,25.73,24.11,21.45,20.26,20.81,20.46,21.03,23.03,22.63,996.32
22.63,24.41,25.78,24.15,21.49,20.26,20.81,20.5,21.03,23.03,22.68,996.68
22.63,24.41,25.82,24.19,21.49,20.26,20.81,20.5,21.07,23.07,22.68,996.68
22.63,24.46,25.86,24.24,21.49,20.26,20.81,20.5,21.07,23.07,22.72,996.6
22.63,24.5,25.86,24.33,21.54,20.26,20.81,20.5,21.07,23.12,22.72,995.38
22.63,24.55,25.91,24.37,21.54,20.26,20.81,20.5,21.07,23.12,22.77,995.25
22.63,24.59,26,24.41,21.58,20.31,20.81,20.5,21.12,23.16,22.77,995.67
22.63,24.68,26.04,24.46,21.58,20.33,20.81,20.5,21.12,23.16,22.81,995.26
22.63,24.72,26.08,24.5,21.58,20.33,20.81,20.55,21.12,23.21,22.81,995.36
22.63,24.72,26.13,24.55,21.58,20.26,20.85,20.5,21.12,23.21,22.85,995.04
22.68,24.72,26.17,24.59,21.58,20.26,20.85,20.5,21.12,23.25,22.85,995.06
22.68,24.81,26.17,24.68,21.62,20.33,20.85,20.5,21.12,23.25,22.85,994.89
22.68,24.81,26.22,24.72,21.62,20.28,20.85,20.5,21.12,23.29,22.9,994.26
22.68,24.9,26.26,24.77,21.62,20.33,20.85,20.5,21.16,23.34,22.9,993.73
22.68,24.94,26.35,24.81,21.62,20.28,20.85,20.5,21.12,23.34,22.94,994.39
22.68,25.03,26.39,24.85,21.67,20.24,20.85,20.5,21.12,23.34,22.94,993.82
22.72,25.03,26.44,24.9,21.67,20.28,20.85,20.5,21.16,23.38,22.99,993.74
22.72,25.07,26.44,24.94,21.67,20.28,20.85,20.5,21.16,23.43,23.03,993.76
22.72,25.07,26.48,24.99,21.71,20.28,20.85,20.5,21.16,23.43,23.03,993.3
22.68,25.12,26.52,25.03,21.71,20.33,20.9,20.55,21.16,23.43,23.03,993.44
22.68,25.16,26.52,25.07,21.76,20.33,20.9,20.55,21.21,23.47,23.07,992.86
22.68,25.2,26.61,25.12,21.76,20.35,20.9,20.55,21.25,23.47,23.07,993.21
22.68,25.25,26.66,25.16,21.76,20.35,20.9,20.55,21.25,23.51,23.07,992.85
22.68,25.29,26.7,25.2,21.8,20.31,20.9,20.55,21.25,23.51,23.12,993.16
22.72,25.29,26.7,25.25,21.8,20.35,20.94,20.55,21.25,23.51,23.12,992.71
22.72,25.34,26.74,25.29,21.8,20.35,20.94,20.55,21.25,23.56,23.16,992.49
22.77,25.34,26.74,25.34,21.84,20.39,20.94,20.59,21.25,23.56,23.16,991.88
22.77,25.42,26.79,25.34,21.89,20.5,20.94,20.59,21.29,23.6,23.21,991.89
22.77,25.47,26.87,25.38,21.89,20.37,20.94,20.59,21.29,23.64,23.21,991.49
22.81,25.51,26.87,25.42,21.89,20.41,20.94,20.59,21.29,23.64,23.25,992.18
22.81,25.51,26.92,25.47,21.89,20.39,20.94,20.59,21.29,23.69,23.25,991.98
22.85,25.51,26.92,25.51,21.89,20.39,20.94,20.59,21.34,23.73,23.29,991.54
22.85,25.56,26.96,25.56,21.93,20.37,20.94,20.59,21.34,23.73,23.29,991.07
22.9,25.6,27.01,25.6,21.93,20.37,20.94,20.59,21.34,23.78,23.29,991.08
22.9,25.69,27.05,25.6,21.97,20.48,20.99,20.63,21.38,23.78,23.34,990.68
22.9,25.73,27.09,25.64,21.97,20.37,20.99,20.59,21.38,23.82,23.34,990.45
22.94,25.78,27.14,25.69,21.97,20.41,20.99,20.59,21.38,23.82,23.38,991.08
22.94,25.78,27.18,25.73,21.97,20.37,21.03,20.59,21.43,23.86,23.43,990.97
22.99,25.78,27.18,25.78,22.02,20.44,21.03,20.63,21.43,23.86,23.43,990.6
22.99,25.82,27.18,25.82,22.02,20.44,21.03,20.63,21.43,23.91,23.43,990.11
22.99,25.82,27.23,25.86,22.02,20.44,21.07,20.63,21.47,23.91,23.47,989.96
22.99,25.91,27.27,25.86,22.06,20.52,21.07,20.68,21.47,23.95,23.47,990.07
23.03,25.95,27.31,25.91,22.06,20.44,21.07,20.68,21.47,23.95,23.51,990.11
23.03,25.95,27.36,25.95,22.11,20.48,21.07,20.68,21.47,23.95,23.56,990.07
23.03,25.95,27.36,26,22.11,20.48,21.07,20.68,21.47,24,23.56,989.54
23.03,25.95,27.36,26,22.11,20.48,21.07,20.68,21.47,24,23.56,989.31
23.03,26,27.4,26.04,22.15,20.48,21.07,20.68,21.47,24,23.56,989.68
23.03,26.04,27.4,26.08,22.15,20.48,21.07,20.68,21.47,24.04,23.56,988.75
23.03,26.08,27.45,26.13,22.19,20.61,21.07,20.72,21.47,24.04,23.56,989.35
22.99,26.13,27.49,26.13,22.15,20.5,21.07,20.68,21.47,24.04,23.6,988.81
22.94,26.17,27.53,26.17,22.15,20.5,21.07,20.68,21.47,24.08,23.6,989.11
22.94,26.17,27.58,26.22,22.19,20.52,21.07,20.68,21.47,24.08,23.6,988.79
22.9,26.17,27.58,26.22,22.19,20.48,21.07,20.68,21.51,24.08,23.6,988.71
22.9,26.17,27.58,26.26,22.19,20.48,21.12,20.68,21.51,24.13,23.6,988.84
22.9,26.22,27.62,26.3,22.19,20.52,21.12,20.68,21.51,24.13,23.6,989
22.85,26.26,27.62,26.3,22.26,20.57,21.12,20.74,21.56,24.13,23.6,988.2
22.81,26.3,27.67,26.35,22.22,20.52,21.12,20.7,21.56,24.17,23.6,989.09
